FR,RL,HR,HL,startTime,endTime,horizon,
1,1,1,1, 0.000, 0.165,15 
0,1,1,1, 0.165, 0.198,3 
0,0,1,0, 0.198, 0.264,6 
1,0,1,0, 0.264, 0.330,6 
1,0,1,1, 0.330, 0.396,6 
0,1,1,1, 0.396, 0.495,9 
0,1,0,1, 0.495, 0.660,15 
1,1,0,1, 0.660, 0.693,3 
1,1,1,1, 0.693, 0.726,3 
1,0,1,1, 0.726, 0.759,3 
1,0,1,0, 0.759, 0.990,21 
0,0,1,1, 0.990, 1.023,3 
0,1,1,1, 1.023, 1.122,9 
0,1,0,1, 1.122, 1.353,21 
1,1,0,1, 1.353, 1.386,3 
1,1,1,1, 1.386, 1.419,3 
1,0,1,0, 1.419, 1.617,18 
0,0,1,1, 1.617, 1.650,3 
0,1,1,1, 1.650, 1.749,9 
0,1,0,1, 1.749, 2.013,24 
1,1,1,1, 2.013, 2.046,3 
1,1,1,0, 2.046, 2.112,6 
1,0,1,0, 2.112, 2.244,12 
0,0,1,1, 2.244, 2.310,6 
0,1,1,1, 2.310, 2.409,9 
0,1,0,1, 2.409, 2.640,21 
1,1,0,1, 2.640, 2.673,3 
1,1,1,0, 2.673, 2.706,3 
1,0,1,0, 2.706, 2.871,15 
0,0,1,0, 2.871, 2.904,3 
0,0,0,1, 2.904, 2.937,3 
0,1,0,1, 2.937, 3.234,27 
1,1,0,1, 3.234, 3.267,3 
1,1,1,1, 3.267, 3.300,3 
1,1,1,0, 3.300, 3.366,6 
1,0,1,0, 3.366, 3.531,15 
0,0,1,1, 3.531, 3.564,3 
0,1,1,1, 3.564, 3.663,9 
0,1,0,1, 3.663, 3.861,18 
1,1,0,1, 3.861, 3.927,6 
1,1,1,1, 3.927, 3.960,3 
1,1,1,0, 3.960, 4.026,6 
1,0,1,0, 4.026, 4.158,12 
0,0,1,1, 4.158, 4.191,3 
0,1,1,1, 4.191, 4.290,9 
0,1,0,1, 4.290, 4.521,21 
1,1,0,1, 4.521, 4.554,3 
1,1,1,1, 4.554, 4.587,3 
1,1,1,0, 4.587, 4.653,6 
1,0,1,0, 4.653, 4.785,12 
0,0,1,1, 4.785, 4.818,3 
0,1,1,1, 4.818, 4.917,9 
0,1,0,1, 4.917, 5.181,24 
1,1,1,1, 5.181, 5.214,3 
1,1,1,0, 5.214, 5.280,6 
1,0,1,0, 5.280, 5.412,12 
0,0,1,1, 5.412, 5.478,6 
0,1,1,1, 5.478, 5.577,9 
0,1,0,1, 5.577, 5.808,21 
1,1,0,1, 5.808, 5.841,3 
1,1,1,0, 5.841, 5.874,3 
1,0,1,0, 5.874, 6.039,15 
0,0,1,0, 6.039, 6.072,3 
0,0,1,1, 6.072, 6.105,3 
0,1,1,1, 6.105, 6.204,9 
0,1,0,1, 6.204, 6.402,18 
1,1,0,1, 6.402, 6.435,3 
1,1,1,1, 6.435, 6.468,3 
1,1,1,0, 6.468, 6.534,6 
1,0,1,0, 6.534, 6.699,15 
0,0,1,1, 6.699, 6.732,3 
0,1,1,1, 6.732, 6.831,9 
0,1,0,1, 6.831, 7.062,21 
1,1,0,1, 7.062, 7.095,3 
1,0,1,1, 7.095, 7.128,3 
1,0,1,0, 7.128, 7.326,18 
0,0,1,1, 7.326, 7.359,3 
0,1,1,1, 7.359, 7.458,9 
0,1,0,1, 7.458, 7.689,21 
1,1,0,1, 7.689, 7.722,3 
1,1,1,1, 7.722, 7.755,3 
1,1,1,0, 7.755, 7.821,6 
1,0,1,0, 7.821, 7.953,12 
0,0,1,1, 7.953, 7.986,3 
0,1,1,1, 7.986, 8.085,9 
0,1,0,1, 8.085, 8.382,27 
1,1,1,0, 8.382, 8.448,6 
1,0,1,0, 8.448, 8.580,12 
0,0,1,1, 8.580, 8.613,3 
0,1,1,1, 8.613, 8.745,12 
0,1,0,1, 8.745, 8.943,18 
1,1,0,1, 8.943, 8.976,3 
1,1,1,1, 8.976, 9.009,3 
1,1,1,0, 9.009, 9.075,6 
1,0,1,0, 9.075, 9.240,15 
0,0,1,1, 9.240, 9.273,3 
0,1,1,1, 9.273, 9.372,9 
0,1,0,1, 9.372, 9.570,18 
1,1,0,1, 9.570, 9.636,6 
1,1,1,0, 9.636, 9.702,6 
1,0,1,0, 9.702, 9.867,15 
0,0,1,1, 9.867, 9.900,3 
0,1,1,1, 9.900, 9.999,9 
0,1,0,1, 9.999,10.230,21 
1,1,0,1,10.230,10.263,3 
1,1,1,0,10.263,10.296,3 
1,0,1,0,10.296,10.494,18 
0,0,1,1,10.494,10.527,3 
0,1,1,1,10.527,10.626,9 
0,1,0,1,10.626,10.857,21 
1,1,0,1,10.857,10.890,3 
1,1,1,1,10.890,10.923,3 
1,1,1,0,10.923,10.989,6 
1,0,1,0,10.989,11.121,12 
0,0,1,1,11.121,11.154,3 
0,1,1,1,11.154,11.253,9 
0,1,0,1,11.253,11.550,27 
1,0,1,0,11.550,11.748,18 
0,0,1,1,11.748,11.781,3 
0,1,1,1,11.781,11.913,12 
0,1,0,1,11.913,12.111,18 
1,1,0,1,12.111,12.144,3 
1,1,1,1,12.144,12.177,3 
1,1,1,0,12.177,12.243,6 
1,0,1,0,12.243,12.408,15 
0,0,1,1,12.408,12.441,3 
0,1,1,1,12.441,12.540,9 
0,1,0,1,12.540,12.738,18 
1,1,0,1,12.738,12.804,6 
1,1,1,0,12.804,12.870,6 
1,0,1,0,12.870,13.035,15 
0,0,1,1,13.035,13.068,3 
0,1,1,1,13.068,13.167,9 
0,1,0,1,13.167,13.365,18 
1,1,0,1,13.365,13.431,6 
1,1,1,0,13.431,13.530,9 
1,0,1,0,13.530,13.662,12 
0,0,1,1,13.662,13.695,3 
0,1,1,1,13.695,13.794,9 
0,1,0,1,13.794,14.058,24 
1,1,1,1,14.058,14.091,3 
1,1,1,0,14.091,14.157,6 
1,0,1,0,14.157,14.289,12 
0,0,1,1,14.289,14.322,3 
0,1,1,1,14.322,14.421,9 
0,1,0,1,14.421,14.718,27 
1,1,1,0,14.718,14.784,6 
1,0,1,0,14.784,14.916,12 
0,0,1,1,14.916,14.949,3 
0,1,1,1,14.949,15.048,9 
0,1,0,1,15.048,15.312,24 
1,1,0,1,15.312,15.345,3 
1,1,1,0,15.345,15.411,6 
1,0,1,0,15.411,15.576,15 
0,0,1,1,15.576,15.609,3 
0,1,1,1,15.609,15.708,9 
0,1,0,1,15.708,15.939,21 
1,1,0,1,15.939,15.972,3 
1,1,1,0,15.972,16.005,3 
1,0,1,0,16.005,16.170,15 
0,0,1,0,16.170,16.203,3 
0,0,0,1,16.203,16.236,3 
0,1,0,1,16.236,16.533,27 
1,1,0,1,16.533,16.599,6 
1,1,1,0,16.599,16.665,6 
1,0,1,0,16.665,16.830,15 
0,0,1,1,16.830,16.863,3 
0,1,1,1,16.863,16.962,9 
0,1,0,1,16.962,17.193,21 
1,1,0,1,17.193,17.226,3 
1,1,1,1,17.226,17.259,3 
1,1,1,0,17.259,17.325,6 
1,0,1,0,17.325,17.457,12 
0,0,1,1,17.457,17.490,3 
0,1,1,1,17.490,17.589,9 
0,1,0,1,17.589,17.853,24 
1,1,1,1,17.853,17.886,3 
1,1,1,0,17.886,17.952,6 
1,0,1,0,17.952,18.084,12 
0,0,1,1,18.084,18.117,3 
0,1,1,1,18.117,18.216,9 
0,1,0,1,18.216,18.447,21 
1,1,0,1,18.447,18.480,3 
1,1,1,1,18.480,18.513,3 
1,1,1,0,18.513,18.579,6 
1,0,1,0,18.579,18.711,12 
0,0,1,0,18.711,18.744,3 
0,0,1,1,18.744,18.777,3 
0,1,1,1,18.777,18.876,9 
0,1,0,1,18.876,19.074,18 
1,1,0,1,19.074,19.140,6 
1,1,1,0,19.140,19.173,3 
1,0,1,0,19.173,19.371,18 
0,0,1,1,19.371,19.404,3 
0,1,1,1,19.404,19.503,9 
0,1,0,1,19.503,19.701,18 
